n_detections,time_diff,time_created
4,1.0971300601959229,1732904935.9155445
4,0.5373208522796631,1732904936.4528654
2,0.5374894142150879,1732904936.9903548
3,0.5172312259674072,1732904937.507586
4,0.5188102722167969,1732904938.0263963
11,0.5177679061889648,1732904938.5441642
3,0.5164878368377686,1732904939.060652
1,0.5167651176452637,1732904939.5774171
1,0.5162184238433838,1732904940.0936356
1,0.516345739364624,1732904940.6099813
1,0.5364735126495361,1732904941.1464548
1,0.5176346302032471,1732904941.6640894
3,0.5183274745941162,1732904942.182417
2,0.5375950336456299,1732904942.720012
2,0.5185768604278564,1732904943.2385888
1,0.5179314613342285,1732904943.7565203
6,0.5165386199951172,1732904944.273059
2,0.5178308486938477,1732904944.7908897
1,0.517906665802002,1732904945.3087964
5,0.5360162258148193,1732904945.8448126
2,0.5179798603057861,1732904946.3627925
4,0.5366206169128418,1732904946.899413
1,0.5182559490203857,1732904947.417669
2,0.5174915790557861,1732904947.9351606
6,0.5171270370483398,1732904948.4522877
2,0.5186436176300049,1732904948.9709313
1,0.5172851085662842,1732904949.4882164
14,0.5185074806213379,1732904950.0067239
13,0.5173585414886475,1732904950.5240824
4,0.516674280166626,1732904951.0407567
5,0.5182323455810547,1732904951.558989
2,0.5176131725311279,1732904952.0766022
27,0.5175127983093262,1732904952.594115
12,0.5184049606323242,1732904953.11252
5,0.5177206993103027,1732904953.6302407
2,0.5169689655303955,1732904954.1472096
3,0.517139196395874,1732904954.6643488
10,0.5176012516021729,1732904955.18195
1,0.516211986541748,1732904955.698162
4,0.5180275440216064,1732904956.2161896
4,0.5177268981933594,1732904956.7339165
2,0.517756462097168,1732904957.251673
4,0.5176370143890381,1732904957.76931
3,0.5226070880889893,1732904958.291917
13,0.5182316303253174,1732904958.8101487
1,0.5168302059173584,1732904959.326979
3,0.5170562267303467,1732904959.8440351
3,0.5364484786987305,1732904960.3804836
4,0.5183796882629395,1732904960.8988633
1,0.5196282863616943,1732904961.4184916
6,0.5191543102264404,1732904961.937646
3,0.5164468288421631,1732904962.4540927
7,0.5184066295623779,1732904962.9724994
2,0.5181972980499268,1732904963.4906967
6,0.5174968242645264,1732904964.0081935
3,0.5175843238830566,1732904964.5257778
4,0.5215773582458496,1732904965.0473552
3,0.5198986530303955,1732904965.5672538
7,0.5195140838623047,1732904966.086768
10,0.5155718326568604,1732904966.6023397
12,0.5184872150421143,1732904967.120827
5,0.5176711082458496,1732904967.638498
1,0.5373654365539551,1732904968.1758635
2,0.5178358554840088,1732904968.6936994
2,0.517225980758667,1732904969.2109253
4,0.5208063125610352,1732904969.7317317
13,0.5366058349609375,1732904970.2683375
3,0.5200769901275635,1732904970.7884145
1,0.5188024044036865,1732904971.307217
2,0.5186781883239746,1732904971.825895
2,0.5172934532165527,1732904972.3431885
3,0.5179128646850586,1732904972.8611014
2,0.5166919231414795,1732904973.3777933
17,0.5173313617706299,1732904973.8951247
4,0.5168545246124268,1732904974.4119792
2,0.5192983150482178,1732904974.9312775
2,0.5189816951751709,1732904975.4502592
3,0.5167341232299805,1732904975.9669933
5,0.5155997276306152,1732904976.482593
2,0.5180246829986572,1732904977.0006177
7,0.5364689826965332,1732904977.5370867
3,0.5186676979064941,1732904978.0557544
3,0.5228359699249268,1732904978.5785904
2,0.5184924602508545,1732904979.0970829
7,0.5183115005493164,1732904979.6153944
3,0.520883321762085,1732904980.1362777
7,0.5175700187683105,1732904980.6538477
2,0.5203087329864502,1732904981.1741564
7,0.5181033611297607,1732904981.6922598
2,0.5175657272338867,1732904982.2098255
2,0.5184328556060791,1732904982.7282584
9,0.518498420715332,1732904983.2467568
12,0.5173168182373047,1732904983.7640736
4,0.5175924301147461,1732904984.281666
2,0.5173256397247314,1732904984.7989917
4,0.5177798271179199,1732904985.3167715
3,0.517829179763794,1732904985.8346007
1,0.5179073810577393,1732904986.352508
3,0.518256664276123,1732904986.8707647
3,0.5201354026794434,1732904987.3909001
