n_detections,time_diff,time_created
0,0.989346981048584,1732565945.910653
0,0.5311002731323242,1732565946.4417534
0,0.5310502052307129,1732565946.9728036
0,0.5073606967926025,1732565947.4801643
0,0.5078434944152832,1732565947.9880078
0,0.5073533058166504,1732565948.495361
0,0.5073385238647461,1732565949.0026996
0,0.5071828365325928,1732565949.5098825
0,0.5073461532592773,1732565950.0172286
0,0.5072641372680664,1732565950.5244927
0,0.5299713611602783,1732565951.054464
0,0.5075116157531738,1732565951.5619757
0,0.5076496601104736,1732565952.0696254
0,0.5298748016357422,1732565952.5995002
0,0.5076923370361328,1732565953.1071925
0,0.5074424743652344,1732565953.614635
0,0.5067319869995117,1732565954.121367
0,0.5075991153717041,1732565954.628966
0,0.5074234008789062,1732565955.1363895
0,0.5299327373504639,1732565955.6663222
0,0.5079171657562256,1732565956.1742394
0,0.5314335823059082,1732565956.705673
0,0.5082411766052246,1732565957.2139142
0,0.5075159072875977,1732565957.72143
0,0.5072298049926758,1732565958.2286599
0,0.5078761577606201,1732565958.736536
0,0.5079569816589355,1732565959.244493
0,0.5074260234832764,1732565959.751919
0,0.5074198246002197,1732565960.2593389
0,0.5073785781860352,1732565960.7667174
0,0.5077688694000244,1732565961.2744863
0,0.5072755813598633,1732565961.781762
0,0.5073051452636719,1732565962.289067
0,0.5078833103179932,1732565962.7969503
0,0.5074644088745117,1732565963.3044147
0,0.5076799392700195,1732565963.8120947
0,0.5074303150177002,1732565964.319525
0,0.507636308670044,1732565964.8271613
0,0.5069365501403809,1732565965.3340979
0,0.5076844692230225,1732565965.8417823
0,0.5074257850646973,1732565966.349208
0,0.5078299045562744,1732565966.857038
0,0.5072011947631836,1732565967.3642392
0,0.5091557502746582,1732565967.873395
0,0.5075066089630127,1732565968.3809016
0,0.507434606552124,1732565968.8883362
0,0.50705885887146,1732565969.395395
0,0.5306079387664795,1732565969.926003
0,0.5081503391265869,1732565970.4341533
0,0.5072674751281738,1732565970.9414208
0,0.5073990821838379,1732565971.4488199
0,0.5073928833007812,1732565971.9562128
0,0.5075452327728271,1732565972.463758
0,0.5078556537628174,1732565972.9716136
0,0.5074193477630615,1732565973.479033
0,0.5072875022888184,1732565973.9863205
0,0.5080771446228027,1732565974.4943976
0,0.5075125694274902,1732565975.0019102
0,0.5080087184906006,1732565975.509919
0,0.5085594654083252,1732565976.0184784
0,0.5075802803039551,1732565976.5260587
0,0.5075242519378662,1732565977.033583
0,0.5310192108154297,1732565977.5646021
0,0.5077359676361084,1732565978.072338
0,0.507514238357544,1732565978.5798523
0,0.5074343681335449,1732565979.0872867
0,0.5303750038146973,1732565979.6176617
0,0.5082578659057617,1732565980.1259196
0,0.5076777935028076,1732565980.6335974
0,0.5079588890075684,1732565981.1415563
0,0.507514238357544,1732565981.6490705
0,0.5076742172241211,1732565982.1567447
0,0.5069224834442139,1732565982.6636672
0,0.5079202651977539,1732565983.1715875
0,0.5074758529663086,1732565983.6790633
0,0.5081491470336914,1732565984.1872125
0,0.5071508884429932,1732565984.6943634
0,0.5074136257171631,1732565985.201777
0,0.5073931217193604,1732565985.70917
0,0.5074253082275391,1732565986.2165954
0,0.5306611061096191,1732565986.7472565
0,0.5076704025268555,1732565987.254927
0,0.5089764595031738,1732565987.7639034
0,0.5076541900634766,1732565988.2715576
0,0.507465124130249,1732565988.7790227
0,0.5078170299530029,1732565989.2868397
0,0.5077128410339355,1732565989.7945526
0,0.5073287487030029,1732565990.3018813
0,0.5075855255126953,1732565990.8094668
0,0.5074737071990967,1732565991.3169405
0,0.5080993175506592,1732565991.8250399
0,0.5078675746917725,1732565992.3329074
0,0.5077626705169678,1732565992.84067
0,0.5077815055847168,1732565993.3484516
0,0.5073661804199219,1732565993.8558178
0,0.5073986053466797,1732565994.3632164
0,0.5074079036712646,1732565994.8706243
0,0.5076484680175781,1732565995.3782728
0,0.5073890686035156,1732565995.8856618
0,0.5078139305114746,1732565996.3934758
