n_detections,time_diff,time_created
4,1.1066372394561768,1732908148.7329712
4,0.5389976501464844,1732908149.2719688
2,0.5392491817474365,1732908149.811218
2,0.5177812576293945,1732908150.3289993
3,0.5188844203948975,1732908150.8478837
8,0.5176165103912354,1732908151.3655002
1,0.5169243812561035,1732908151.8824246
1,0.5167257785797119,1732908152.3991504
1,0.5170774459838867,1732908152.9162278
1,0.5176432132720947,1732908153.433871
1,0.5389196872711182,1732908153.9727907
1,0.5172960758209229,1732908154.4900868
2,0.5184791088104248,1732908155.008566
2,0.5388798713684082,1732908155.5474458
2,0.5184183120727539,1732908156.065864
1,0.5190057754516602,1732908156.5848699
5,0.5173110961914062,1732908157.102181
2,0.5192084312438965,1732908157.6213894
1,0.5164330005645752,1732908158.1378224
4,0.5387566089630127,1732908158.676579
2,0.5189268589019775,1732908159.1955059
3,0.5395419597625732,1732908159.7350478
1,0.5179316997528076,1732908160.2529795
1,0.5173783302307129,1732908160.7703578
6,0.5171458721160889,1732908161.2875037
2,0.5186676979064941,1732908161.8061714
1,0.5184454917907715,1732908162.324617
8,0.5188562870025635,1732908162.8434732
10,0.5176711082458496,1732908163.3611443
3,0.5157365798950195,1732908163.876881
3,0.5183539390563965,1732908164.3952348
2,0.517888069152832,1732908164.913123
18,0.5174379348754883,1732908165.4305608
9,0.5185375213623047,1732908165.9490983
3,0.5184276103973389,1732908166.467526
2,0.517949104309082,1732908166.985475
2,0.5170059204101562,1732908167.502481
9,0.517817497253418,1732908168.0202985
1,0.5174932479858398,1732908168.5377917
2,0.5187489986419678,1732908169.0565407
3,0.5177512168884277,1732908169.574292
2,0.5182578563690186,1732908170.0925498
3,0.5176913738250732,1732908170.6102412
1,0.5209219455718994,1732908171.1311631
9,0.5190412998199463,1732908171.6502044
1,0.5172431468963623,1732908172.1674476
3,0.5166888236999512,1732908172.6841364
2,0.5389461517333984,1732908173.2230825
1,0.519172191619873,1732908173.7422547
1,0.5176777839660645,1732908174.2599325
3,0.517993688583374,1732908174.7779262
3,0.5168230533599854,1732908175.2947493
6,0.5181877613067627,1732908175.812937
2,0.5184924602508545,1732908176.3314295
6,0.5176141262054443,1732908176.8490436
2,0.5176668167114258,1732908177.3667104
5,0.5196857452392578,1732908177.8863962
3,0.5187668800354004,1732908178.405163
5,0.5196578502655029,1732908178.924821
5,0.5160880088806152,1732908179.440909
6,0.5188968181610107,1732908179.9598057
4,0.5174262523651123,1732908180.477232
1,0.5393762588500977,1732908181.0166082
1,0.5185391902923584,1732908181.5351474
1,0.5173890590667725,1732908182.0525365
4,0.5186653137207031,1732908182.5712018
0,0.5391941070556641,1732908183.110396
1,0.5183367729187012,1732908183.6287327
1,0.5176060199737549,1732908184.1463387
2,0.5178921222686768,1732908184.6642308
2,0.5181529521942139,1732908185.1823838
1,0.5181453227996826,1732908185.700529
1,0.517223596572876,1732908186.2177527
11,0.5180325508117676,1732908186.7357852
3,0.5174465179443359,1732908187.2532318
2,0.5178854465484619,1732908187.7711172
0,0.5177974700927734,1732908188.2889147
1,0.5183849334716797,1732908188.8072996
5,0.5177762508392334,1732908189.3250759
2,0.5182390213012695,1732908189.843315
5,0.5393021106719971,1732908190.382617
1,0.5185787677764893,1732908190.9011958
1,0.5212171077728271,1732908191.4224129
1,0.5209686756134033,1732908191.9433815
1,0.5177435874938965,1732908192.4611251
2,0.5190808773040771,1732908192.980206
4,0.517866849899292,1732908193.4980729
2,0.5202255249023438,1732908194.0182984
4,0.5185503959655762,1732908194.5368488
2,0.5178482532501221,1732908195.054697
1,0.5178236961364746,1732908195.5725207
4,0.5190858840942383,1732908196.0916066
5,0.5181159973144531,1732908196.6097226
3,0.5197510719299316,1732908197.1294737
2,0.5186116695404053,1732908197.6480854
1,0.5179591178894043,1732908198.1660445
2,0.5176057815551758,1732908198.6836503
1,0.5195531845092773,1732908199.2032034
3,0.5180253982543945,1732908199.7212288
3,0.5187399387359619,1732908200.2399688
