n_detections,time_diff,time_created
5,0.7739698886871338,1732518410.0064614
4,0.5427098274230957,1732518410.5491712
2,0.5390434265136719,1732518411.0882146
3,0.5387322902679443,1732518411.626947
6,0.538872241973877,1732518412.1658192
36,0.5381546020507812,1732518412.7039738
4,0.5388278961181641,1732518413.2428017
1,0.5385704040527344,1732518413.781372
2,0.5392756462097168,1732518414.3206477
1,0.5393819808959961,1732518414.8600297
2,0.5391120910644531,1732518415.3991418
1,0.5384299755096436,1732518415.9375718
18,0.5392065048217773,1732518416.4767783
2,0.5396225452423096,1732518417.0164008
2,0.5392115116119385,1732518417.5556123
1,0.5396335124969482,1732518418.0952458
12,0.5390126705169678,1732518418.6342585
4,0.5389049053192139,1732518419.1731634
1,0.5385837554931641,1732518419.7117472
5,0.5390932559967041,1732518420.2508404
4,0.5390396118164062,1732518420.78988
3,0.5391030311584473,1732518421.328983
1,0.5387442111968994,1732518421.8677273
2,0.5386803150177002,1732518422.4064076
8,0.5389442443847656,1732518422.9453518
2,0.5389649868011475,1732518423.4843168
1,0.5394411087036133,1732518424.023758
28,0.5395045280456543,1732518424.5632625
28,0.5393681526184082,1732518425.1026306
10,0.5388672351837158,1732518425.6414979
25,0.538935661315918,1732518426.1804335
2,0.539283037185669,1732518426.7197165
80,0.5399236679077148,1732518427.2596402
23,0.5389158725738525,1732518427.798556
13,0.5387728214263916,1732518428.337329
7,0.5386471748352051,1732518428.875976
11,0.5390720367431641,1732518429.4150481
19,0.5387799739837646,1732518429.953828
1,0.5389993190765381,1732518430.4928274
53,0.538881778717041,1732518431.0317092
13,0.5392751693725586,1732518431.5709844
2,0.5390353202819824,1732518432.1100197
6,0.5397636890411377,1732518432.6497834
3,0.5381679534912109,1732518433.1879513
34,0.5393645763397217,1732518433.727316
1,0.5390830039978027,1732518434.266399
4,0.539158821105957,1732518434.8055577
5,0.5389530658721924,1732518435.3445108
11,0.5388047695159912,1732518435.8833156
4,0.539334774017334,1732518436.4226503
11,0.5397317409515381,1732518436.962382
4,0.5401909351348877,1732518437.502573
13,0.5390739440917969,1732518438.041647
3,0.5388839244842529,1732518438.580531
14,0.5394272804260254,1732518439.1199582
3,0.538949728012085,1732518439.658908
17,0.5398948192596436,1732518440.1988027
5,0.5396969318389893,1732518440.7384996
18,0.5392177104949951,1732518441.2777174
23,0.5394871234893799,1732518441.8172045
21,0.5389852523803711,1732518442.3561897
7,0.5395078659057617,1732518442.8956976
1,0.5387506484985352,1732518443.4344482
5,0.5389292240142822,1732518443.9733775
6,0.5385634899139404,1732518444.511941
7,0.539400577545166,1732518445.0513415
46,0.5388765335083008,1732518445.590218
3,0.5391435623168945,1732518446.1293616
1,0.5399684906005859,1732518446.6693301
2,0.5388698577880859,1732518447.2082
2,0.5392017364501953,1732518447.7474017
6,0.5389528274536133,1732518448.2863545
5,0.539487361907959,1732518448.825842
19,0.5390684604644775,1732518449.3649104
3,0.5390009880065918,1732518449.9039114
2,0.5390665531158447,1732518450.442978
4,0.538754940032959,1732518450.9817328
11,0.5398640632629395,1732518451.521597
8,0.5393168926239014,1732518452.0609138
2,0.5392205715179443,1732518452.6001344
11,0.5391218662261963,1732518453.1392562
12,0.5388967990875244,1732518453.678153
4,0.53951096534729,1732518454.217664
3,0.5387434959411621,1732518454.7564075
22,0.5391554832458496,1732518455.295563
3,0.5394337177276611,1732518455.8349967
11,0.5395078659057617,1732518456.3745046
2,0.5387647151947021,1732518456.9132693
7,0.5397415161132812,1732518457.4530108
2,0.5387921333312988,1732518457.991803
2,0.5393428802490234,1732518458.5311458
28,0.5390431880950928,1732518459.070189
35,0.5393733978271484,1732518459.6095624
8,0.5396602153778076,1732518460.1492226
7,0.5391368865966797,1732518460.6883595
15,0.5395243167877197,1732518461.2278838
3,0.5399737358093262,1732518461.7678576
1,0.5398190021514893,1732518462.3076766
3,0.5392858982086182,1732518462.8469625
3,0.5394308567047119,1732518463.3863933
